date,ensemble,date,account_value,dji
2023-10-31,883737.8728556369,,,903452.7308204606
2023-11-01,893199.2893442843,,,909512.7739028538
2023-11-02,907598.0548166964,,,924942.5701557
2023-11-03,913691.182960007,,,931017.2409651097
2023-11-06,923156.3045420382,,,931961.3166022033
2023-11-07,929190.547187302,,,933512.2827528955
2023-11-08,934600.6431345677,,,932409.8646401392
2023-11-09,930712.8625559544,,,926387.5119784535
2023-11-10,948971.9723276828,,,937079.3127103737
2023-11-13,942806.1301340793,,,938576.3591373912
2023-11-14,956982.0510019992,,,951965.10699862
2023-11-15,961918.2957224582,,,956434.4648467426
2023-11-16,973369.1821055148,,,955184.1678878684
2023-11-17,973472.6405405734,,,955233.709970611
2023-11-20,982069.6161265108,,,960803.1369534289
2023-11-21,977173.601569626,,,959087.9558819212
2023-11-22,982187.6464915012,,,964137.6180828603
2023-11-24,980559.5535044406,,,967338.8480931903
2023-11-27,979902.2389292452,,,965789.5902901789
2023-11-28,984361.394843552,,,968072.2631068972
2023-11-29,982855.5038828586,,,968439.6646299958
2023-11-30,989118.793708298,,,982665.9299417293
2023-12-01,990825.6770090793,,,990718.6538220275
2023-12-04,988281.163489792,,,989596.3761674821
2023-12-05,996233.1602244112,,,987412.8942879793
2023-12-06,987356.0218882296,,,985496.0214184091
2023-12-07,993109.6654734348,,,987216.6478481492
2023-12-08,1002290.1948618623,,,990783.4642621673
2023-12-11,998543.3298411104,,,995076.4352122488
2023-12-12,1006994.9251169894,,,999805.4619078507
2023-12-13,1013855.0542368623,,,1013808.3607603215
2023-12-14,1017502.8665842746,,,1018130.1600775163
2023-12-15,1023185.0317148898,,,1019682.9413476194
2023-12-18,1024742.3133311009,,,1019706.4311282302
2023-12-19,1033408.3244394992,,,1026591.8196839023
2023-12-20,1022855.005958054,,,1013583.1791816481
2023-12-21,1027362.502692673,,,1022394.1958887546
2023-12-22,1026251.3147959444,,,1021891.7281271438
2023-12-26,1028386.0758127902,,,1026247.5876262243
2023-12-27,1031291.4355845188,,,1029286.84492207
2023-12-28,1035417.0425791476,,,1030751.4327431526
2023-12-29,1033663.1041025852,,,1030189.3863561744
2024-01-02,1026371.8815378878,,,1030886.3922099345
2024-01-03,1022015.852729294,,,1023100.4908830288
2024-01-04,1020346.6512522432,,,
